Comments,Label
লালমনিরহাটে দুর্বৃত্তরা আগুনে জ্বালিয়ে দিল বিধবার বসত বাড়িটি,1.0
জাতিসংঘ অধিবেশনে যোগ দিতে নিউইয়র্কের পথে প্রধানমন্ত্রী,1.0
যুগ্ম-সচিব হলেন ১৫৪ কর্মকর্তা,1.0
সিনেমায় নাম লেখালেন কোহলি,1.0
গাজার একমাত্র বিমানবন্দরটি এখন ধ্বংসস্তূপ,1.0
জেনে নিন হার্দিক পান্ডিয়ার সর্বশেষ অবস্থা,1.0
তুর্কি নাগরিকত্ব নেয়ার শর্ত শিথিল করলেন এরদোগান,1.0
১৪ দলীয় জোটের তিন শক্তি,1.0
পুঁজিবাজারে দরপতন,1.0
এক মাসে ন্যাশনাল লাইফের পরিচালকদের শেয়ার ধারন বেড়েছে ২৯.৪৪ শতাংশ,1.0
ঢাবি সাংবাদিক সমিতির ৩৩তম প্রতিষ্ঠাবার্ষিকী পালন,1.0
মহেশপুরে ছেলেসহ জামায়াত নেতা গ্রেপ্তার,1.0
বরিশালে বাম গণতান্ত্রিক জোটের সমাবেশ,1.0
সাভারে ১২ হাজার অবৈধ গ্যাস সংযোগ বিচ্ছিন্ন,1.0
প্রতারক মেহেদীকে আটক,1.0
রেমিট্যান্স অ্যাওয়ার্ড পেল সোনালী ব্যাংক,1.0
ভারত-পাকিস্তান বৈঠক হচ্ছে না,1.0
ডোবায় মাছ ধরতে গিয়ে যুবকের মৃত্যু,1.0
দিনাজপুরে ৫ জামায়াত-শিবির গ্রেফতার,1.0
প্রিমিয়ারে ‘কন্ডাকটিং সাকসেসফুল রিসার্চ’ নিয়ে কর্মশালা,1.0
রাতে ফেসবুক বন্ধ চান রওশন এরশাদ,1.0
কোয়েলকে চাইছেন জিৎ?,1.0
‘গডফাদার থাকলেও কাস্টিং কাউচ থেকে বাঁচা সম্ভব নয়',1.0
সড়ক দুর্ঘটনায় নিহত ৪,1.0
'লাইক-কমেন্ট' করায় নির্মাতা জয়ন্ত রোজারিও গ্রেপ্তার,1.0
তানজানিয়ায় ফেরিডুবির আসল কারণ,1.0
‘সরকারি দল ছাড়া জাতীয় ঐক্য হবে না’,1.0
জাতীয় ঐক্য প্রক্রিয়া’র সমাবেশে যোগ দেবেন মির্জা ফখরুল,1.0
প্রধানমন্ত্রীকে হেফাজত আমিরের অভিনন্দন,1.0
বিএনপি বৃহত্তর ঐক্য করবে ড. কামালের নেতৃত্বে,1.0
বিএনপির নামে প্রার্থীতালিকা ভুয়া,1.0
যুক্তফ্রন্ট-জাতীয় ঐক্যের সমাবেশে যেতে পারে বিএনপি,1.0
দেশীয় প্রথম হাইব্রিড পেঁয়াজের জাত উদ্ভাবন,1.0
রোনালদোরই জয় হলো,1.0
‘লাভরাত্রি’ এখন ‘লাভযাত্রী’,1.0
ডিজিটাল আইনের যে তথ্যগুলো জানা থাকা দরকার,1.0
"২১ কেজি ওজন কমাতে যা খেয়েছিলেন পপি ২১ সেপ্টেম্বর, ২০১৮ ১৮:৫৪",1.0
ঢাকা শহরের ৪৬ খালের মধ্যে ২৬টি উদ্ধার,1.0
কাজিপুরে ২০টি শিক্ষা প্রতিষ্ঠানে পানি ঢুকেছে,1.0
শিশু দুটির পরিচয় খুঁজছে পুলিশ!,1.0
বৃষ্টির আগমনে স্বস্তি মিলেছে জনজীবনে,1.0
সড়কপথেও ব্যর্থ হবে আ’লীগ : রিজভী,1.0
‘বিনা বেতনে রোগীর সেবায় তারা’,1.0
কয়েক দিনের মধ্যেই নির্বচনী সরকার : মান্নান,1.0
"সিরিয়ায় রুশ বিমান ভূপাতিত, ইসরায়েলকে দায়ী মস্কোর",1.0
আগুনমুখায় ভাসমান লাশ,1.0
বাংলাদেশ-চায়না পাওয়ার কোম্পানিতে প্রকৌশলী নিয়োগ,1.0
প্রেমের প্রস্তাবে রাজি না হওয়ায় স্কুলছাত্রীকে কুপিয়ে জখম,1.0
"নাটোরে সাংবাদিককে হত্যার হুমকি, থানায় জিডি",1.0
সব আইনের মধ্যেই কিছু ত্রুটি-বিচ্যুতি থাকে: প্রধান বিচারপতি,1.0
"ছাত্রীর ‘অন্তরঙ্গ’ ছবি হবু স্বামীর ফেসবুক ইনবক্সে! এরপর... ২১ সেপ্টেম্বর, ২০১৮ ১০:৪৭",1.0
উত্তর কোরিয়ার সঙ্গে ফের আলোচনায় বসতে রাজী যুক্তরাষ্ট্র,1.0
যুক্তরাষ্ট্রে বন্দুকধারীর হামলায় নিহত ৩,1.0
প্রধান বিচারপতি হওয়ার পরও সিনহার কী স্বপ্ন ছিল?,1.0
পিএস৪-এ আসছে পাবজি,1.0
"চট্টগ্রাম কলেজের সেই অস্ত্রধারীরা শনাক্ত, দুজন গ্রেফতার",1.0
বিএনপি আন্দোলনের নামে নাশকতার ষড়যন্ত্র করছে: কাদের,1.0
'পশ্চিমবঙ্গ থেকে বাংলাদেশিদের বিতাড়িত করা হবে না',1.0
"যমজ শিশুর দেশ! (ভিডিও) ২২ সেপ্টেম্বর, ২০১৮ ০০:৫৮",1.0
নিষিদ্ধ ২০৮ কেজি ‘খাট’ জব্দ চট্টগ্রামে,1.0
"কেউ বলতে পারবে না কারো গলা টিপে ধরেছি, বাধা দিয়েছি",1.0
দেশকে এগিয়ে নিতে নৌকার প্রতি আস্থা রাখতে হবে,1.0
'ডিজিটাল নিরাপত্তা আইন সাংবাদিকদের মধ্যে আতঙ্ক বাড়াবে',1.0
'বন্দুকযুদ্ধে' মাদকব্যবসায়ী ও ডাকাত নিহত,1.0
মুক্তিযুদ্ধের চেতনায় প্রগতিশীল রাজনীতি চর্চা করতে হবে,1.0
চট্টগ্রামে ইয়াবাসহ গ্রেফতার ১১,1.0
ডাস্টবিনের ময়লাও খেয়েছি,1.0
প্রাথমিক বিপর্যয় কাটিয়ে উঠেছে পাকিস্তান,1.0
কাবা শরীফের ভেতরে প্রবেশের সুযোগ পেলেন ইমরান (ভিডিও),1.0
খালেদা জিয়ার কুমিল্লার মামলার শুনানি ৩০ সেপ্টেম্বর,1.0
ম্যাচ খেলার আগেই হারিয়ে দেয়া হলো বাংলাদেশকে!,1.0
মান্টো আমাকে আধা কিলো অপরাধবোধ দিয়ে গেছেন,1.0
কাতালান ডার্বিতে মুখোমুখি বার্সেলোনা-হিরোনা,1.0
মুমিনুলের বিদায়ে চাপে বাংলাদেশ,1.0
ভারতে মুখে ৩ তালাক দিলে জেল-জরিমানার বিধান,1.0
অস্কারে যাচ্ছে ফারুকীর ডুব,1.0
ব্যাংকের দাপটে পুঁজিবাজারে উত্থান,1.0
গরমে ত্বকের যত্নে অ্যালোভেরা প্যাক,1.0
কাঁঠালবাড়ি-শিমুলিয়া নৌপথে পরীক্ষামূলক ফেরি চলাচল শুরু,1.0
নদীভাঙনে দিশেহারা চার জেলার মানুষ,1.0
দ্রুতই চূড়ান্তভাবে হামলার জবাব দেয়া হবে: ইরান,1.0
লিস্ট ‘এ’ ক্রিকেটের রেকর্ড ভাঙলেন ভারতীয় স্পিনার,1.0
চার বাধায় বাড়ছে না বাংলাদেশের বাণিজ্য: বিশ্ব ব্যাংক,1.0
"হাতিয়ায় জিপ-বাইক সংঘর্ষে মাদ্রাসা অধ্যক্ষ নিহত, সড়ক অবরোধ",1.0
"প্রেমের ফাঁদে ফেলে বিবস্ত্র করে ছবি তুলে অর্থ আদায়, অতঃপর ...",1.0
নাঙ্গলকোটে বিদ্যুৎস্পৃষ্টে ৪ জনের মৃত্যু,1.0
বিবর্ণ ব্যাটিংয়ে মিরাজ-মাশরাফির আলো,1.0
বঙ্গবন্ধুর ঘাতকদের ফিরিয়ে দেওয়ার দাবিতে জর্জিয়ায় সমাবেশ,1.0
"খাগড়াছড়িতে ব্রিজ ভেঙে ট্রাক নদীতে, নিখোঁজ ১",1.0
কুমার বিশ্বজিৎ ও হাবিবকে নিয়ে পূর্ণিমা,1.0
টস করে বুকার জয়,1.0
বাংলাদেশকে ‍২৫৬ রানের টার্গেট দিল আফগানিস্তান,1.0
উত্তর কোরিয়ার সঙ্গে আলোচনায় প্রস্তুত যুক্তরাষ্ট্র,1.0
উত্তরপ্রদেশে ‘অজানা জ্বরে’ আক্রান্ত হয়ে মৃত ৭৯,1.0
ম্যাচসেরা হয়ে জন্মদিন রাঙালেন রশিদ খান,1.0
হবিগঞ্জে গাছ পাচারের বিরোধে যুবক খুন,1.0
সাকিব দেশে ফিরছেন এমন সংবাদে বিব্রত বিসিবি,1.0
নতুন পরিচয়ে জেনিফা,1.0
কোমরে চোট পেয়ে এশিয়া কাপের বাকি ম্যাচে অনিশ্চিত হারদিক,1.0
মুক্তিযোদ্ধার সন্তানদের ৩০ শতাংশ কোটা বহালের দাবি,1.0
"তিন তালাক একটি অপরাধ, জানালো মন্ত্রিসভা",1.0
বাংলাদেশ কোস্ট গার্ডে নিয়োগ,1.0
দেশে ফিরলেন বিষণ্ণ তামিম,1.0
আগুনমুখা নদীতে ভাসমান মরদেহ,1.0
"মানিকগঞ্জে সড়ক দুর্ঘটনায় মোটরসাইকেল আরোহী নিহত, আহত ২০",1.0
"নীলফামারীতে গাড়িচালককে গলা কেটে হত্যা, আটক ৩",1.0
খালেদা জিয়ার সঙ্গে স্বজনদের সাক্ষাৎ,1.0
এসডিজি বিষয়ক আন্তর্জাতিক সম্মেলন ২৩ সেপ্টেম্বর,1.0
আন্তঃধর্মীয় সম্প্রীতির প্রতীক আশুরা,1.0
"ভাঙন থামছে না নড়িয়ায়, বাড়ছে স্রোত",1.0
"ভালো নেই আফজাল শরীফ, সহায়তা চাইলেন প্রধানমন্ত্রীর",1.0
এবারের মৌসুম কি তবে লিভারপুলের?,1.0
"একটি বাতি, ফ্যান ও টিভি চালিয়ে বিল এলো প্রায় ৩ লাখ !",1.0
ডিএনসিসির প্যানেল মেয়র ওসমান গণি আর নেই,1.0
ফরিদপুরে ‘অশ্লীল’ ভিডিওসহ আটক ৫,1.0
খালেদার সঙ্গে দেখা করতে কারাগারে স্বজনরা,1.0
"ভাঙছে গড়াই, নিঃস্ব হচ্ছে মানুষ",1.0
"সভাপতি ‘উত্ত্যক্তকারী’, সম্পাদক ‘ভূমিদস্যু’",1.0
এবার উইকেট দিয়ে এলেন সাকিব,1.0
ফোনে তামিমের খোঁজ নিলেন প্রধানমন্ত্রী,1.0
রাজশাহীতে ট্রাকের ধাক্কায় নিহত ৩,1.0
বিচারপতি তোমার বিচার করবে এই জনতা!,1.0
"এশিয়া কাপে অংশ নিতে হঠাৎ দুবাই যাচ্ছেন তারা? ২১ সেপ্টেম্বর, ২০১৮ ২২:০২",1.0
স্বাস্থ্যসেবায় আরও ১১ কোটি ডলার দেবে এডিবি,1.0
সাংবাদিক কল্যাণ ট্রাস্টে ২০ কোটি টাকা দেবেন প্রধানমন্ত্রী,1.0
তারা ক্যাম্পাসে কেন আসবে?,1.0
খালেদা জিয়ার অনুপস্থিতিতেই বিচার চলবে,1.0
যুক্তরাষ্ট্রের কথামতো কখনো কাজ করবে না রাশিয়া,1.0
'কলকাতা আর ঢাকায় কাজে কোন ফারাক দেখি না',1.0
"বঙ্গোপসাগরে ট্রলারডুবি, জেলে নিখোঁজ",1.0
তৃতীয় বলেই ভয়ঙ্কর হয়ে ওঠা শাহজাদকে বিদায় করলেন সাকিব,1.0
বেনাপোল স্থলবন্দর ব্যবসায়ীদের ধর্মঘটে আমদানি-রপ্তানি বন্ধ,1.0
বোলিংয়ে এসেই শাহজাদকে ফেরালেন সাকিব,1.0
‘ডিজিটাল নিরাপত্তা আইন-২০১৮’ পাস,1.0
শহিদুল আলমের জামিন আবেদনের শুনানি পিছিয়েছে,1.0
মিলারকে পরবর্তী মার্কিন রাষ্ট্রদূত হিসেবে সিনেট কমিটির অনুমোদন,1.0
বৃষ্টি ভেজা ঘর: একটি ঘর কিংবা স্বপ্নভঙ্গের গল্প,1.0
স্ত্রীকে মুশফিকের আবেগঘন বার্তা,1.0
"অনার্স ভর্তিতে সাড়ে ৫ লাখ আবেদন, ক্লাস শুরু ১১ অক্টোবর",1.0
মেসির হ্যাটট্রিকে দুর্দান্ত শুরু বার্সেলোনার,1.0
বি চৌধুরীর বাসায় ফখরুলসহ বিএনপির ৩ নেতা,1.0
গোবিন্দগঞ্জে বালুবোঝাই ট্রলির চাপায় শিশুর মৃত্যু,1.0
গার্মেন্টসের মজুরি নিয়ে শ্রমিক নেতাদের আপত্তি,1.0
স্কুল ছাত্রীকে পিটিয়ে আহত করলেন শিক্ষক,1.0
ক্যাটরিনার প্রেমে পড়েছেন আমির!,1.0
মাদ্রাসায় জোড়া খুন: পরিচালকের বিরুদ্ধে মামলা,1.0
ভারতকে ১৬৩ রানের টার্গেট দিল পাকিস্তান,1.0
ভারত থেকে আনা হল প্রশিক্ষণপ্রাপ্ত ২০ ঘোড়া,1.0
"নতুন ২৫ টি মামলায় অভিযুক্ত মালয়েশিয়ার সাবেক প্রধানমন্ত্রী, পুনরায় গ্রেফতার",1.0
সাগরে ৩ নম্বর সতর্কতা সংকেত,1.0
বঙ্গবন্ধু গোল্ডকাপের ক্যাম্পে গরহাজির ১৪ ফুটবলার,1.0
চট্টগ্রামে গ্রিন টি'র নামে 'খাত' আমদানি!,1.0
রুশ যুদ্ধবিমান ও ক্ষেপণাস্ত্র কেনার অভিযোগে মার্কিন নিষেধাজ্ঞা,1.0
‘রহস্যময় নারী’ রানী আহাদ,1.0
ফরিদপুরে এলজিআরডি মন্ত্রীর জন্মদিন পালন,1.0
একটি গাছ ও ভালোবাসার গল্প,1.0
পিএসজির বিপক্ষে লিভারপুলের জয় ২০ সেপ্টেম্বর,1.0
অ্যাসাঞ্জকে কূটনীতিক হিসেবে রাশিয়া পাঠাতে চেয়েছিল ইকুয়েডর,1.0
মুন্সীগঞ্জে সড়ক সংস্কার কাজের উদ্বোধন করলেন ওবায়দুল কাদের,1.0
ইমরানের ব্যয় সংকোচন অভিযানে জনগণের সাড়া কম,1.0
বাংলাদেশকে অভয় দিলেন গাঙ্গুলী,1.0
১৬২ রানেই থেমে গেল পাকিস্তান,1.0
২৬ বছরের অভিনেত্রীর প্রেমে পড়লেন ৭০-এর মহেশ ভট্ট,1.0
১৭৭ জনকে চাকরি দিচ্ছে প্রতিরক্ষা মন্ত্রণালয়,1.0
"লালমোহনে পুলিশের ওপর হামলা, আটক ১",1.0
মনোনয়ন দৌড়ে শতাধিক ব্যবসায়ী,1.0
পবিত্র আশুরা আগামীকাল,1.0
‘ব্যবসায় ব্যয় কমাতে উৎসে কর কমানোর উদ্যোগ নেওয়া হবে’,1.0
কেন অন্তঃসত্ত্বা হওয়ার খবর গোপন করেছিলেন নেহা?,1.0
ডিজিটাল নিরাপত্তা বিলে সই না করতে রাষ্ট্রপতিকে সিপিজের আহ্বান,1.0
"গায়িকা হয়ে আসছেন নোরা, গাইবেন আরবিতে!",1.0
কে-ফোর্সের নেতাকর্মীদের বঙ্গবন্ধুর সমাধিতে শ্রদ্ধা,1.0
প্যারিসের পোশাক মেলায় বাংলাদেশের ২১ প্রতিষ্ঠান,1.0
ভারতকে ‘বাড়তি সুবিধা’ দেয়ায় চটেছেন পাকিস্তান অধিনায়ক,1.0
৭০ বছরের শত্রুতা ভুলে এক হতে যাচ্ছে দুই কোরিয়া !,1.0
‘রাশিয়ার কাছ থেকে অস্ত্র ব্যবসা কেড়ে নিতে চায় যুক্তরাষ্ট্র’,1.0
"আরবি ‘কাত’ বা ‘খাত’-এর বাংলাদেশ আগমন, সাবধান!",1.0
"প্রবীণদের এক ব্যতিক্রমী ফুটবল টুর্নামেন্ট অনুষ্ঠিত ১৯ সেপ্টেম্বর, ২০১৮ ১৯:৫৫",1.0
ট্রাকে থাকা বিয়ারে ঢেকে গেল জিপ (ভিডিও),1.0
বিপর্যয়ে বাংলাদেশ ব্যাটিং,1.0
পাকিস্তান-আফগানিস্তানের তিন ক্রিকেটারের জরিমানা,1.0
"মৃত ব্যক্তি, হাজতি ও প্রবাসীরাও গায়েবী মামলার আসামী",1.0
রংপুরে চলছে 'কৈশোর-তারুণ্যের বই মেলা',1.0
বর্ণবাদের শিকার যুক্তরাজ্যের অশ্বেতাঙ্গ চিকিৎসকরা,1.0
বন-পাহাড়ের নীলপরি,1.0
রাত ১১টার পর ফেসবুক বন্ধ করে দিন: রওশন এরশাদ,1.0
রোনালদোর পাশে জুভেন্টাস সভাপতি,1.0
টস হেরে ফিল্ডিংয়ে বাংলাদেশ,1.0
খুলনায় নিরাপদ সড়ক ও মাদক প্রতিরোধে মতবিনিময়,1.0
"যমুনায় বাড়ছে পানি, বাঁধে সারি-সারি ছিপ জাল",1.0
হুন্ডি রুখতে এজেন্ট ও মোবাইল ব্যাংকিংয়ে সাবধান: গভর্নর,1.0
‘এখন রুখে দাঁড়ানোর সময়’,1.0
"'ইয়েমেনের শিশুরা এতোই দুর্বল যে, কাঁদতেও পারছে না'",1.0
রুশ অস্ত্র ক্রয়ের কারণে মার্কিন নিষেধাজ্ঞার কবলে চীন,1.0
কাশ্মীরে ফের অপহরণের পর তিন পুলিশকর্মীকে হত্যা,1.0
ফ্রান্সের সঙ্গে বিমান চুক্তিতে দুর্নীতির অভিযোগে মোদির পদত্যাগের দাবি,1.0
"প্রতিশোধ নয়, তারপরও জয়ই প্রধান লক্ষ্য বাংলাদেশের",1.0
যুবাদের পরিচর্যায় ঘাটতি রাখতে চায় না বিসিবি,1.0
আশুলিয়ায় একটি গার্মেন্টে শ্রমিক প্রতিনিধি নির্বাচন অনুষ্ঠিত,1.0
"তৃতীয় দিনে মার্শালের ফিফটি, ব্যর্থ আশরাফুল",1.0
ক্ষমতা ছাড়ার পর একদিনও মুক্তভাবে রাজনীতি করতে পারিনি: এরশাদ,1.0
আ.লীগ বা বিএনপির মেরুকরণে নেই বাম জোট,1.0
রেজিনা ইসলামের দুটি ছড়া,1.0
গজারিয়ায় ৩ দফা দাবিতে ঢাকা-চট্টগ্রাম মহাসড়ক অবরোধ,1.0
"মায়ের কোলে চড়ে ঢাবিতে পরীক্ষা দিতে এল হৃদয়! ২১ সেপ্টেম্বর, ২০১৮ ২১:১৯",1.0
নাজিরপুরে সপ্তম ছাত্রীকে হয়রানির প্রতিবাদে শিক্ষার্থীদের ক্লাস বর্জন,1.0
মাদকবিরোধী অভিযানে নওগাঁয় আটক ৪১,1.0
বরিশাল বিশ্ববিদ্যালয়ে রেজিস্ট্রারের অশ্লীল ভিডিও নিয়ে তোলপাড়,1.0
‘তারা রোনালদোকে ধ্বংস করতে চায়’,1.0
দশমিনায় ছাত্রলীগ নেতা রাকিব খুন ॥ আহত ৩,1.0
আত্মজীবনীতে পদত্যাগ প্রসঙ্গ তুলে ধরলেন এস কে সিনহা,1.0
প্রতিটি স্তনেরই নিজস্ব গল্প আছে,1.0
বেদনাদায়ক স্মৃতি নিয়েই বিকেল ৫টায় আফগানদের মুখোমুখি বাংলাদেশ,1.0
"এখনও ফাইনাল খেলা সম্ভব, বিশ্বাস মাশরাফির",1.0
ত্রিপুরায় দুর্বৃত্তের হাতে ট্রাকচালক খুন,1.0
কারাগারে খালেদা জিয়ার সঙ্গে স্বজনদের সাক্ষাৎ,1.0
যেভাবে টাকার বিনিময়ে ফুটবল ম্যাচ পাতানো হয়,1.0
দুই পেনাল্টি গোলে ইউভেন্তুসের জয়,1.0
বেনাপোলে অস্ত্র-গাঁজাসহ একজন আটক,1.0
‘দুর্গাপূজার সময় গুজব-বিশৃঙ্খলা প্রতিরোধে নজরদারি থাকবে’,1.0
যুক্তরাষ্ট্রে নারী বন্দুকধারীর গুলিতে নিহত ৩,1.0
"উত্তাল সাগর, তিন নম্বর সংকেত",1.0
"চট্টগ্রাম কলেজের অস্ত্রধারীরা শনাক্ত, দুজন গ্রেপ্তার",1.0
মন্ত্রীর পা ধরেও কাজ হয়নি,1.0
ডিজিটাল নিরাপত্তা আইন স্বাধীন সাংবাদিকতার বড় বাধা: ইশতিয়াক রেজা,1.0
রোহিঙ্গা শিশুদের শিক্ষায় ২.৫ কোটি ডলার অনুদান,1.0
নড়াইলে বিএনপি-জামায়াতের নেতাকর্মীসহ গ্রেফতার ৩৭,1.0
কুমুদিনী হাসপাতাল থেকে নিখোঁজ স্কুলছাত্রীর লাশ সিলেটে,1.0
শুক্রবার বাংলাদেশ-ভারত হাইভোল্টেজ ম্যাচ,1.0
প্রার্থী বিরোধে আসন হাতছাড়ার শঙ্কা আ. লীগে,1.0
পটাকা’র টাকা গেল স্কুলে,1.0
রাজশাহীতে স্ত্রী হত্যা মামলায় স্বামীর মৃত্যুদণ্ড,1.0
ইরানে সেনা কুচকাওয়াজে হামলায় নিহত ৯,1.0
২২ সেপ্টেম্বর: আজকের ধাঁধা,1.0
সীতাকুণ্ডে বিস্ফোরক সদৃশ পাঁচটি প্যাকেট উদ্ধার,1.0
নিপ্পন-ম্যাকডোনাল্ড যৌথ উদ্যোগে হবে কারখানা,1.0
ব্যাটিং ব্যর্থতার মাশুলে আরেকটি হার,1.0
এলার্জি সমস্যা প্রতিকার করবেন কিভাবে,1.0
বিতর্কের মুখে পরাজয় মানলেন সালমান!,1.0
"শত্রুর অবরোধ ভাঙতে রক্ত দেয়ার সিদ্ধান্ত, নজিরবিহীন ষড়যন্ত্রের শিকার ফিলিস্তিনিরা",1.0
"ঘরের মধ্যে রক্তমাখা ছুরি-নূপুর, নিখোঁজ স্কুলছাত্রী",1.0
পাচার হওয়া তিন নারীকে ফেরত দিল ভারত,1.0
পাকিস্তানের সঙ্গে বৈঠক বাতিল করলেন সুষমা,1.0
হাবিব-উন নবী সোহেল গ্রেফতার,1.0
রোহিঙ্গা সংকট নিয়ে আলোচনা করতে মিয়ানমারে জেমেরি হান্ট,1.0
নভেরার জীবনটাই একটা উপন্যাস: হাসনাত আবদুল হাই,1.0
কারচুপি করতেই ইভিএম: রিজভী,1.0
যানজট কমাতে পাতাল রেলের পরিকল্পনা,1.0
দেশীয় ব্যান্ড সঙ্গীতের লালনক্ষেত্র শেরাটনের চাম্বেলী হাউজের নাম বদলে যাবে!,1.0
বামজোটের ওপর হামলা: বিএনপির প্রতিবাদ,1.0
"লক্ষ্মীপুরে বিএনপি নেতা এ্যানীর বাড়িতে হামলা, ভাঙচুর",1.0
মেহেরপুরে টাকা আত্মসাতের অভিযোগে ব্যাংক কর্মকর্তা গ্রেপ্তার,1.0
সাকিবের ঘূর্ণিতে দিশেহারা আফগানিস্তান,1.0
রাজশাহী ৬ আসনে এমপির ভূমিকা ইতিবাচক বলছেন স্থানীয়রা,1.0
আওয়ামী লীগের বিজয় কেউ ঠেকাতে পারবে না,1.0
১৫৪ উপসচিবের যুগ্মসচিব পদে পদোন্নতি,1.0
"বাগেরহাটে দুই বাসের মুখোমুখি সংঘর্ষে নিহত ১, আহত ১০",1.0
জাতিসংঘের ৭৩তম অধিবেশনে যোগ দিতে নিউইয়র্কের পথে প্রধানমন্ত্রী,1.0
হুসাইন (রা.) ও কারবালা ট্র্যাজেডি,1.0
"বিএনপি মানুষের দল নয়, ক্ষমতার দল: কাদের",1.0
মিরাজের ব্যাটে লজ্জা এড়াল বাংলাদেশ,1.0
‘বাংলাদেশই চূড়ান্ত পর্বে যাবে’,1.0
‘শৈশবের সততা শিক্ষা শিক্ষার্থীদের সুনাগরিক করবে’,1.0
এ্যানির বাসভবনে হামলা,1.0
সাতক্ষীরায় পুলিশের বিশেষ অভিযানে আটক ৬৮,1.0
সীতাকুন্ডে সড়ক দূর্ঘটনায় বিজিবি সদস্য নিহত,1.0
পবিত্র আশুরা : সত্যের এক অনির্বাণ শিখা,1.0
স্মার্টফোনের আসক্তি কাটানোর নয়া অস্ত্র,1.0
‘স্বপ্নবাড়ি’ এখন ‘স্বপ্নের ঘর’,1.0
আবারও ব্যর্থ ব্যাটসম্যানরা,1.0
ঢাকা-১৫ আসনে একাধিক প্রার্থীর কোন্দলে বিপর্যস্ত আ. লীগ,1.0
অংশগ্রহণমূলক নির্বাচন এবং বিদেশি শক্তির হাত,1.0
কুমিল্লায় ইংরেজি শিক্ষকদের মতবিনিময় সভা,1.0
আফগানিস্তানের বিপক্ষে বাংলাদেশের সম্ভাব্য একাদশ,1.0
কারাগারে স্বজনদের সঙ্গে ঘণ্টাব্যাপী সময় কাটালেন খালেদা,1.0
কারাগারে খালেদার সঙ্গে স্বজনদের সাক্ষাত,1.0
প্রথম ইনিংসে ব্যর্থ আশরাফুল,1.0
ঘরের মাঠে সিটির হার,1.0
কুমিল্লায় বিদ্যুৎ স্পৃষ্টে প্রবাসী যুবকের মৃত্যু,1.0
‘তারা আমার ভাইকে শেষ করে দিতে চায়’,1.0
ইন্টারএকটিভ ডিজিটাল পাঠ্যবইয়ের উদ্বোধন,1.0
অক্টোবরের প্রথম সপ্তাহ থেকেই কাজ করবে গুজব সনাক্তকারী সেল : তথ্য প্রতিমন্ত্রী,1.0
অভিনেত্রী কবরীর বাসায় ১৭ লাখ টাকার ‘চুরি’,1.0
মান-অভিমানের কিছু নেই,1.0
ভালোবাসার বৃষ্টি নামুক শহরজুড়ে: পরীমনি,1.0
কমিউনিটি সেবায় অবদান যাঁদের তাঁদের ভোট দিন,1.0
বাল্যবিয়ের বোঝা নারীর কাঁধে,1.0
দুই কিশোরীর ভাসমান লাশ,1.0
বিভিন্ন অঞ্চলে মৃদু তাপপ্রবাহ বয়ে যাচ্ছে,1.0
আফগানদের কাছে হেরে আসর থেকে ছিটকে পড়ল সাবেক বিশ্বচ্যাম্পিয়নরা,1.0
কর্মক্ষেত্রে যৌন ও প্রজনন স্বাস্থ্য নিশ্চিতে উদ্যোগ নেবে সরকার: শ্রম প্রতিমন্ত্রী,1.0
নওগাঁয় শিক্ষকের প্রহারে শিক্ষার্থীর মৃত্যু,1.0
গলায় বরইয়ের আঁটি আটকে শিশুর মৃত্যু,1.0
"মন্ত্রী বললেন, 'পা ভেঙে হাতে ক্রাচ ধরিয়ে দেব'",1.0
সিরিয়ায় বিদ্রোহীদের হাসপাতাল থেকে ইসরাইলি ওষুধ জব্দ,1.0
কংক্রিট ব্লক খাতকে দশ বছর ট্যাক্সমুক্ত ঘোষণা করা উচিত : গণপূর্তমন্ত্রী,1.0
ফিলিপিন্সে ভূমিধসে মৃতের সংখ্যা বেড়ে ২৯,1.0
ভাঙনে বিলুপ্তির পথে ৩শ বছরের পুরনো পালপাড়া,1.0
"যাত্রীদের নাক দিয়ে রক্তক্ষরণ, বিমানের জরুরি অবতরণ",1.0
গোপালগঞ্জে বাসচাপায় শিশু নিহত,1.0
কাশ্মীরে ৪ পুলিশ কর্মকর্তাকে তুলে নিয়ে গেছে বিদ্রোহীরা,1.0
খালেদা জিয়াকে মুক্তি দিয়ে নির্বাচনী পরিবেশ তৈরি করুন: ফখরুল,1.0
‘কাগুজে’ আদালতকে মানেন না মোমেনা,1.0
পড়াশোনার ফাঁকে ফ্রিল্যান্সিং করার পদ্ধতি,1.0
রোকসানাকে দেখলেই আঁতকে উঠবেন যে কেউ,1.0
৮ মাস ধরে গৃহকর্ত্রীর নির্যাতনে হাসপাতালে ১০ বছরের রোকসানা,1.0
আমার কোনো অ্যাটর্নি জেনারেল নেই: ট্রাম্প,1.0
নেদারল্যান্ডসে ট্রেনের ধাক্কায় চার শিশু নিহত,1.0
গুরুত্বহীন ম্যাচে ‘অলরাউন্ডার’ রশিদের কাছে হার,1.0
একাধিকবার ধর্ষণে গর্ভবতী প্রবাসীর স্ত্রী! এরপর...,1.0
মির্জাপুরে লৌহজং নদীতে সেতু নির্মাণের ভিত্তি প্রস্তর স্থাপন,1.0
আমিরাতের জালে বাংলাদেশের মেয়েদের সাত গোল,1.0
ডেলিভারুকে কিনতে চায় উবার,1.0
"রাজশাহীতে  ট্রাককে বাসের ধাক্কা, নিহত ৩",1.0
